Reading 1,Reading 2,Reading 3,Reading 4,Reading 5,Reading 6,Reading 7,Reading 8,Label,Baseline
540,593,513,500,87,215,360,273,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
495,564,494,512,23,199,355,298,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
569,530,459,568,70,156,281,256,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
548,498,500,571,38,157,291,308,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
520,522,452,479,79,215,293,204,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
517,518,543,535,49,210,312,222,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
522,581,498,516,60,193,271,277,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
560,499,465,524,98,169,268,200,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
466,546,534,521,28,205,269,229,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
502,584,506,501,132,160,279,293,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
494,537,479,513,139,176,286,240,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
487,596,488,476,31,194,225,250,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
509,518,502,470,76,159,326,205,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
568,577,445,557,115,183,267,199,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
487,563,496,553,55,171,326,299,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
573,593,427,551,57,202,314,224,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
546,571,531,509,110,125,264,251,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
497,531,542,481,104,217,314,199,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
517,534,525,498,34,166,264,194,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
519,589,516,496,124,164,280,289,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
583,555,490,528,29,172,320,237,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
518,514,549,561,88,147,275,285,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
568,589,506,544,57,121,260,207,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
513,603,553,517,108,125,258,273,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
573,556,498,486,55,181,326,199,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
559,605,541,481,57,195,306,219,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
579,507,539,574,79,165,293,231,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
577,534,505,564,75,152,255,210,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
545,599,548,587,96,136,297,237,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
502,534,542,488,57,167,309,196,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
531,527,525,565,95,194,231,170,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
561,502,555,556,78,192,214,189,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
575,550,512,556,98,146,250,190,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
505,607,444,495,89,221,251,234,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
548,518,483,487,112,228,298,180,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
515,597,440,505,27,197,200,197,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
546,521,516,487,138,201,315,214,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
591,576,449,564,101,193,277,245,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
544,616,467,537,71,111,242,206,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
577,592,430,483,105,147,310,243,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
576,548,474,547,53,225,313,224,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
580,517,480,507,91,205,240,162,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
585,517,538,546,52,151,304,279,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
580,509,553,486,62,166,228,211,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
574,544,558,566,83,187,203,261,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
585,586,450,577,37,204,303,199,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
504,534,472,540,102,162,297,229,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
553,551,540,513,62,228,216,226,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
538,507,457,479,74,148,198,282,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
516,498,434,580,98,168,229,224,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
510,590,450,549,135,171,202,225,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
504,595,478,468,85,158,205,178,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
582,570,517,476,130,191,245,212,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
498,549,493,559,114,177,260,256,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
511,577,500,470,28,115,266,237,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
539,604,503,532,125,168,311,229,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
553,519,521,484,133,155,208,185,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
560,578,496,524,65,212,290,185,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
563,609,436,573,27,145,292,203,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
510,537,507,569,25,123,301,278,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
522,610,474,548,27,130,261,269,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
526,517,480,511,62,166,199,180,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
503,529,497,477,36,230,304,251,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
536,522,429,541,71,130,315,276,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
538,586,510,497,88,171,272,167,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
573,523,536,516,94,123,255,192,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
477,552,505,510,133,163,239,167,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
499,583,523,579,86,189,252,199,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
594,574,526,503,137,154,256,199,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
583,581,505,490,105,171,309,260,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
516,582,473,567,110,193,290,274,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
516,590,476,570,35,230,268,268,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
597,591,548,467,87,166,222,239,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
583,511,500,479,28,166,273,181,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
493,533,528,546,27,167,290,234,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
501,605,463,522,47,126,251,260,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
588,621,534,565,91,180,275,289,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
510,536,555,571,126,133,228,201,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
600,572,544,559,88,223,224,237,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
546,503,498,584,105,198,213,196,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
512,545,494,569,102,120,231,233,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
500,520,529,563,122,206,207,240,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
511,527,491,570,28,129,229,180,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
581,552,493,550,21,195,290,277,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
627,579,474,553,70,132,204,274,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
561,617,544,493,135,176,241,244,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
532,617,461,536,84,171,232,195,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
535,612,477,490,137,120,309,249,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
552,526,514,497,126,231,266,254,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
618,584,530,554,133,138,212,184,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
609,560,465,512,117,211,308,239,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
511,608,565,481,60,217,237,249,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
597,612,475,498,51,164,211,240,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
567,627,568,513,71,120,315,259,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
564,597,546,550,141,212,213,189,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
573,564,477,545,27,215,264,170,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
608,577,467,498,48,115,225,247,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
635,522,508,508,119,120,257,225,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
559,625,574,570,71,121,301,221,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
536,601,568,512,52,165,255,189,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
598,532,521,535,50,116,267,189,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
562,529,523,497,111,216,306,272,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
584,628,452,587,40,144,222,180,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
521,617,474,505,26,129,263,261,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
630,587,535,483,125,154,268,198,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
555,624,559,563,109,158,286,203,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
572,569,542,535,106,193,307,232,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
628,525,518,499,106,152,209,284,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
556,598,514,548,75,206,294,203,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
600,626,511,536,27,229,306,172,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
591,604,466,586,73,113,260,176,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
558,612,566,565,37,121,274,271,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
577,542,470,543,104,189,256,208,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
521,574,542,560,118,223,277,252,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
564,511,552,501,71,180,297,269,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
620,571,563,530,119,223,212,238,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
624,585,485,480,105,160,277,218,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
564,557,506,510,113,150,318,248,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
541,612,463,585,62,231,218,283,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
603,597,491,551,121,183,295,234,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
605,606,570,576,51,119,274,265,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
625,610,481,531,66,177,290,218,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
619,566,482,593,23,138,207,261,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
583,530,485,580,79,133,289,233,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
539,613,542,512,22,118,258,212,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
518,548,461,582,70,148,271,181,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
595,578,488,542,117,200,287,229,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
609,519,461,563,73,171,251,268,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
543,515,532,574,59,133,237,243,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
623,612,514,559,71,197,275,196,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
545,516,556,490,116,162,278,252,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
540,554,538,580,87,180,258,270,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
556,582,455,486,116,129,259,282,lean forward,"227.2164948453608,146.02061855670104,61.34020618556701,65.85567010309278,76.04123711340206,192.83505154639175,205.95876288659792,151.41237113402062"
